fecha,0,1,2,3,4,5,6,7,8
1,15.542521994134896,17.008797653958943,12.805474095796676,14.662756598240469,11.241446725317692,9.090909090909092,9.481915933528835,6.647116324535679,3.5190615835777126
2,12.744439468577399,15.017166741304672,14.759665621734587,10.934467831019555,9.770114942528735,11.367368263919987,11.240483654276757,7.407822062994477,6.758471413643827
3,16.617790811339198,17.693059628543498,14.760508308895405,9.188660801564026,10.557184750733137,8.79765395894428,10.166177908113392,5.962854349951124,6.256109481915933
4,21.41414141414141,13.737373737373737,9.595959595959597,7.575757575757576,10.0,10.202020202020202,8.888888888888888,5.656565656565657,12.929292929292927
5,13.880742913000978,13.978494623655914,10.068426197458455,9.67741935483871,10.459433040078201,10.654936461388075,10.361681329423265,8.01564027370479,12.903225806451614
6,12.828282828282827,10.505050505050505,9.797979797979798,8.585858585858585,9.292929292929294,11.515151515151516,13.131313131313131,7.373737373737374,16.96969696969697
7,17.204301075268816,9.3841642228739,12.903225806451614,8.699902248289344,11.925708699902248,8.699902248289344,11.241446725317692,7.331378299120234,12.609970674486803
8,17.59530791788856,11.534701857282501,11.04594330400782,9.579667644183774,11.143695014662757,9.188660801564028,11.534701857282501,6.842619745845552,11.534701857282501
9,17.12121212121212,12.171717171717171,11.48989898989899,10.303030303030303,9.04040404040404,10.176767676767676,10.782828282828282,5.404040404040404,13.51010101010101
10,15.835777126099709,11.04594330400782,9.970674486803517,11.241446725317692,11.63245356793744,10.75268817204301,9.970674486803517,9.286412512218963,10.263929618768328
11,20.303030303030305,15.656565656565656,10.606060606060606,9.797979797979798,10.606060606060606,9.393939393939394,10.707070707070706,6.262626262626262,6.666666666666667
12,14.616935483870968,17.439516129032256,13.608870967741936,11.693548387096774,11.693548387096774,11.29032258064516,9.274193548387096,5.846774193548387,4.536290322580645
